retrieval_method,chunking_method,run,question_id,question,answers,correct_answer,paper_reference,retrieved_chunks,llm_answer,llm_source,is_x,answer_correct,source_correct,latency
bm25,paragraph,4,53,"In REFRAG’s architecture, how are chunk embeddings aligned to the decoder’s token embedding space before decoding?","{'A': 'By adding rotary positional encodings to each chunk embedding.', 'B': 'By averaging chunk embeddings with the query’s token embeddings.', 'C': 'By projecting each chunk embedding with a learnable layer ϕ to match the decoder’s token embedding size.', 'D': 'By concatenating raw chunk embeddings directly into the KV cache without transformation.'}",C,"The encoder model then processes all the chunks to obtain a chunk embedding for each chunk ci = Menc(Ci).
This chunk embedding is then projected with a projection layer ϕ to match the size of the token embedding of the decoder model,
ecnk_i = ϕ(ci).","['paragraph_chunk_015', 'paragraph_chunk_008', 'paragraph_chunk_016']",C,['paragraph_chunk_015'],False,True,True,0.526
bm25,paragraph,4,54,"According to the theoretical analysis, what is the maximum acceleration achievable for TTFT at longer context lengths with compression rate k?","{'A': 'log k', 'B': '√k', 'C': 'Up to k²', 'D': 'k/2'}",C,"Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput.
For longer context length, acceleration reaches up to k2× for both metrics.","['paragraph_chunk_086', 'paragraph_chunk_018', 'paragraph_chunk_010']",C,"['086', '010']",False,True,False,0.33
bm25,paragraph,4,55,"During the reconstruction task used to align encoder and decoder, which components are updated?","{'A': 'Only the decoder parameters are trained while the encoder is frozen.', 'B': 'Only the encoder is trained and the projection layer is discarded.', 'C': 'The encoder and the projection layer are trained while the decoder is frozen.', 'D': 'All modules (encoder, decoder, and projection) are jointly fine-tuned.'}",C,"Reconstruction task. We input the first s tokens x1:s to the encoder and learn to reconstruct tokens x1:s in the decoder.
In this task, we freeze the decoder model and only train the encoder and projection layer.
The main objectives are to align the encoder and projection layer…","['paragraph_chunk_014', 'paragraph_chunk_015', 'paragraph_chunk_086']",C,"['paragraph_chunk_014', 'paragraph_chunk_015']",False,True,True,0.445
bm25,paragraph,4,56,Why is curriculum learning applied to the reconstruction and continual pre-training tasks in REFRAG?,"{'A': 'To shrink the model by pruning layers without hurting perplexity.', 'B': 'To switch from unsupervised to fully supervised training mid-course.', 'C': 'To address optimization challenges after direct pre-training failed to reduce perplexity by gradually increasing task difficulty.', 'D': 'To change the retriever’s loss from contrastive to generative.'}",C,"Counterintuitively, directly continuing pre-training of the decoder to utilize encoder outputs did not reduce perplexity, even for the reconstruction task.
To address the optimization challenge, we propose employing curriculum learning for both tasks.
Curriculum learning incrementally increases task difficulty, enabling the model to gradually and effectively acquire complex skills.","['paragraph_chunk_015', 'paragraph_chunk_014', 'paragraph_chunk_020']",C,"['paragraph_chunk_015', 'paragraph_chunk_014']",False,True,True,0.347
bm25,paragraph,4,57,What signal guides the reinforcement learning policy when deciding which chunks to expand uncompressed?,"{'A': 'Token-level negative log-likelihood on the current output tokens.', 'B': 'Next-token entropy estimated by the decoder’s softmax.', 'C': 'Next-paragraph prediction perplexity used as a negative reward.', 'D': 'Beam search scores averaged over candidate continuations.'}",C,"Selective compression REFRAG introduces selective token compression, expanding important context chunks uncompressed…
A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.
The encoder and decoder are fine-tuned to handle mixed inputs of compressed and uncompressed chunks.","['paragraph_chunk_006', 'paragraph_chunk_016', 'paragraph_chunk_008']",C,"['paragraph_chunk_016', 'paragraph_chunk_008']",False,True,True,0.51
bm25,paragraph,4,58,"When targeting an effective compression rate of 8, which approach performed better across datasets and context lengths?","{'A': 'REFRAG8 trained with full compression at rate 8.', 'B': 'CEPE with heuristic chunk pruning.', 'C': 'REFRAG16 with RL-based selective compression achieving rate 8 without recomputing embeddings.', 'D': 'LLaMA-32K using naive truncation to match token count.'}",C,"This raises a natural question: does the former approach outperform the latter?
Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.
These results further highlight the effectiveness of the RL-trained policy…","['paragraph_chunk_018', 'paragraph_chunk_021', 'paragraph_chunk_141']",C,['paragraph_chunk_021'],False,True,True,0.457
bm25,paragraph,4,59,"Under a strong retriever, at equal latency, which configuration yields an average 1.22% improvement across 16 RAG tasks?","{'A': 'LLaMA with 8 passages versus REFRAG with 1 passage.', 'B': 'REFRAG and LLaMA both with 1 passage each.', 'C': 'REFRAG with 8 passages versus LLaMA with 1 passage.', 'D': 'LLaMA-32K with 80 passages versus REFRAG with 8 passages.'}",C,"With a strong retriever and a maximum of 10 passages, REFRAG matches LLaMA’s performance while achieving a 5.26× speedup in TTFT.
At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","['paragraph_chunk_029', 'paragraph_chunk_018', 'paragraph_chunk_002']",C,['paragraph_chunk_029'],False,True,True,0.503
bm25,paragraph,4,60,What limitation of CEPE makes it unsuitable for tasks like multi-turn RAG or summarization?,"{'A': 'It requires massive retriever pre-training on billions of documents.', 'B': 'It compresses tokens into discrete codes that cannot be decoded.', 'C': 'It is limited to prefix context and disrupts the causal structure of the context.', 'D': 'It lacks any mechanism to reduce KV-cache memory during decoding.'}",C,"CEPE (Yen et al., 2024) employs cross-attention to token embeddings from context tokens, reducing both KV cache memory and attention computations.
However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context,
making it unsuitable for tasks such as multi-turn RAG or summarization.","['paragraph_chunk_034', 'paragraph_chunk_033', 'paragraph_chunk_005']",C,"['paragraph_chunk_034', 'paragraph_chunk_033']",False,True,True,0.453
bm25,paragraph,4,61,Which benefit does representing retrieved context as projected chunk embeddings provide during decoding?,"{'A': 'It increases the size of the key–value cache to preserve more cross-attention states.', 'B': 'It requires adding new decoder layers to handle compressed inputs.', 'C': 'It reduces attention computation by letting complexity scale with the number of chunks rather than the number of tokens.', 'D': 'It prevents the model from handling multi-turn inputs due to loss of causal structure.'}",C,"This approach offers three main advantages: 1) It
shortens the decoder’s input length, improving token allocation efficiency; 2) It enables reuse of pre-computed
chunk embeddings from retrieval, eliminating redundant computation; and 3) It reduces attention computation
complexity, which now scales quadratically with the number of chunks rather than the number of tokens in
the context.","['paragraph_chunk_034', 'paragraph_chunk_006', 'paragraph_chunk_005']",C,"['paragraph_chunk_006', 'paragraph_chunk_005']",False,True,True,0.299
bm25,paragraph,4,62,How does time-to-first-token (TTFT) acceleration scale with the compression rate k for short versus long contexts?,"{'A': 'It is constant for short contexts and linear for long contexts.', 'B': 'It scales quadratically for short contexts and linearly for long contexts.', 'C': 'It scales up to k× for short contexts and up to k²× for long contexts.', 'D': 'It scales exponentially for short contexts and logarithmically for long contexts.'}",C,"Theoretical analysis (appendix A) shows that for short context lengths, our method achieves up to k×
acceleration in TTFT and throughput. For longer context length, acceleration reaches up to k2× for both
metrics. Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG
with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1, both surpassing
CEPE (2.01× and 1.04×, respectively), while achieving 9.3% performance (measured by perplexity) compared
to CEPE (table 1).","['paragraph_chunk_010', 'paragraph_chunk_086', 'paragraph_chunk_034']",C,"['paragraph_chunk_010', 'paragraph_chunk_086']",False,True,True,0.449
bm25,paragraph,4,63,"When a fraction p of chunks is expanded (left uncompressed), what is the effective compression rate for the remaining decoder input?","{'A': 'k · (1 − p)', 'B': 'k / (1 + p)', 'C': 'k / (1 − p + k p)', 'D': '(k − p) / (1 + k)'}",C,"Figure 3 presents the performance of various methods for selective compression. We expand p fraction of the
chunks in the original token space using the RL policy. The effective compression rate k

1−p+kp decreases when
fewer chunks are compressed (i.e., p increases).","['paragraph_chunk_018', 'paragraph_chunk_100', 'paragraph_chunk_021']",C,['paragraph_chunk_018'],False,True,True,0.624
